review_timestamp,review_text_original,review_text_cleaned,user_rating,subjectivity_1,polarity_1,subjectivity_2,polarity_2
06-01-2023 04:16:01,"i always enter recovery when i get a phone to validate the device. i discovered that if you press the volume buttons and power when off, it completely kills the phone. i assumed this could be a hardware fault. i tried every combination of button press. nothing worked. i tried a tablet charger that hadn't been used in a while without plugging it into a power source. i plugged it into the phone. magically the phone came up. however if i repressed the buttons the phone instantly and unceremoniously would turn off. i waited with the phone plugged into another long dead charger. the phone then worked normally. i decided to repeat to validate. it happened again. i can't believe this made it to production. i should probably return this phone...",always enter recovery get phone validate device discovered press volume button power completely kill phone assumed could hardware fault tried every combination button press nothing worked tried tablet charger not used without plugging power source plugged phone magically phone came however repressed button phone instantly unceremoniously would turn waited phone plugged another long dead charger phone worked normally decided repeat validate happened not believe made production probably return phone,2,1,0,1,0
03-01-2023 19:02:04,i got this for christmas and i'm obsessed. the color is adorable. i love that there is no wires. overrall super cute!!,got christmas obsessed color adorable love no wire overrall super cute,5,1,1,1,1
08-01-2023 23:57:16,"the lcd panel on my tv died. there was nowhere nearby for them to have it fixed. they issued a full refund for the purchase price, and i was able to order a new tv in under a week.",lcd panel tv died nowhere nearby fixed issued full refund purchase price able order new tv week,5,1,1,1,1
01-01-2023 21:13:22,"i am on ybp # and at this point no longer comfortable using this in a professional setting. the first four ybp that i received were defective—two from amazon and two from yololiv. i have tried posting these comments on yololiv's facebook forum. their admins deleted it and banned me from the group. i am leaving this here to show my experience with yololiv as an example of what could happen to anyone. to yololiv's credit, they did attempt to replace the initial defective unit and in the end, did replace it with a functional device, albeit seven weeks after starting the warranty process with four defective units received in a row. seven weeks is a very long time to wait when the device is not a toy or something inexpensive, but that's just my opinion. ybp # was purchased on amazon. # was defective and sent back to mfg. # was sent to me by mfg. # was sent by mfg. # was purchased on amazon. # was sent by mfg. ybp # would send video to zoom but no audio. factory resets did nothing. tested on multiple machines and operating systems. battery would last maybe an hour, not the advertised four hours. purchased from official yololiv store on amazon as brand new. ybp # was a replacement from factory. they sent me a used device that had loose usb ports—i sent it back. ybp # was a replacement from factory. brand new and unopened. this had hdmi- port issues where the device kept trying to load hdmi- with nothing connected. factory resets did nothing. ybp # had an unusual bright spot on the screen—about the size of an eraser head. this portion of the screen was very bright, much brighter than the rest of the screen, and clearly seen when on a white background. purchased from official yololiv store on amazon. ybp # is a replacement from factory. supposedly is brand new and “opened for testing”, this unit appears to function properly. no way to tell if it's a new or another refurbished device. i am uncomfortable using this on a paid event and i have only done small tests at home. my experience with ybp having read their official forum for several weeks, is that ybp may work for some, but it appears to not work for many, and overall, it definitely has not worked for me. go see for yourself—official yololiv on facebook. many people are complaining about a myriad of problems, many of which i encountered, and some that i had yet to encounter. the warranty replacement process took about a month and a half of emails (many of which were not responded to by support), which led to lots of frustration, spending money on shipping to send back defective products, and a lot of uncertainty in if i had just wasted over a thousand dollars on a brick that was no longer in my possession. i went several weeks with no product and little to no communication, after sending my original and all of the defective replacements back to the manufacturer. the ridiculous, and to be honest rather insulting part of all of this, support said they would replace my defective device only if i would praise them on social media for being an amazing company and their rep supposedly had to get special managerial approval to do this—as if they're doing me a huge favor by replacing my defective device with a functioning unit when it is well within warranty period. yololiv should replace my defective device because it is defective, not because i am bribing them with potential accolades. bad form, hook. in my opinion, the only acceptable response to this level of problem is, sorry for the inconvenience, here's a brand new device. out of the few multicam streams i did, one of them, ybp crashed mid performance. a different stream dropped frames when on faster upload than outgoing bitrate via ethernet. another stream had audio issues where it was cutting out. only one stream seemed to work fine out of all of the streams that i did, and it was a single camera sitting at the back of the room connected to wifi where the router was on another floor of the building. lol. my experience is that i wasted money to be a beta tester of a product when i was under the impression from several different youtube personalities who are not sponsored by yololiv that this was a solid and tested device. had i known about and seen their facebook forum before purchasing, i would have not purchased and ran screaming for the hills. perfect stereotypical example of, if a customer is treated well, they might tell a few friends but if a customer is disappointed, they will tell as many people who will listen.",ybp point no longer comfortable using professional setting first four ybp received defective—two amazon two yololiv tried posting comment yololiv facebook forum admins deleted banned group leaving show experience yololiv example could happen anyone yololiv credit attempt replace initial defective unit end replace functional device albeit seven week starting warranty process four defective unit received row seven week long time wait device not toy something inexpensive opinion ybp purchased amazon defective sent back mfg sent mfg sent mfg purchased amazon sent mfg ybp would send video zoom no audio factory reset nothing tested multiple machine operating system battery would last maybe hour not advertised four hour purchased official yololiv store amazon brand new ybp replacement factory sent used device loose usb ports—i sent back ybp replacement factory brand new unopened hdmi port issue device kept trying load hdmi nothing connected factory reset nothing ybp unusual bright spot screen—about size eraser head portion screen bright much brighter rest screen clearly seen white background purchased official yololiv store amazon ybp replacement factory supposedly brand new opened testing unit appears function properly no way tell new another refurbished device uncomfortable using paid event done small test home experience ybp read official forum several week ybp may work appears not work many overall definitely not worked go see yourself—official yololiv facebook many people complaining myriad problem many encountered yet encounter warranty replacement process took month half email many not responded support led lot frustration spending money shipping send back defective product lot uncertainty wasted thousand dollar brick no longer possession went several week no product little no communication sending original defective replacement back manufacturer ridiculous honest rather insulting part support said would replace defective device would praise social medium amazing company rep supposedly get special managerial approval this—as huge favor replacing defective device functioning unit well within warranty period yololiv replace defective device defective not bribing potential accolade bad form hook opinion acceptable response level problem sorry inconvenience brand new device multicam stream one ybp crashed mid performance different stream dropped frame faster upload outgoing bitrate via ethernet another stream audio issue cutting one stream seemed work fine stream single camera sitting back room connected wifi router another floor building lol experience wasted money beta tester product impression several different youtube personality not sponsored yololiv solid tested device known seen facebook forum purchasing would not purchased ran screaming hill perfect stereotypical example customer treated well might tell friend customer disappointed tell many people listen,1,1,0,1,0
02-01-2023 01:44:02,have not used it yet! personal use!,not used yet personal use,5,0,,0,
07-01-2023 21:06:03,says it comes with stylist. no it did not ! false advertisement,say come stylist no not false advertisement,1,1,0,1,0
05-01-2023 19:01:31,product doesn't work,product not work,1,0,,0,
02-01-2023 16:08:36,"this is not a genuine watch cap, nor is it the hat in the picture. the original fits tight at the top of the head, this one is about a foot long, making you look like an year old snowboarder.",not genuine watch cap nor hat picture original fit tight top head one foot long making look like year old snowboarder,1,1,0,1,0
02-01-2023 19:54:25,completely quit working months later!!!!! not worth it,completely quit working month later not worth,1,1,0,1,0
09-01-2023 22:04:54,"didn't receive the clover sport band that was listed, instead it came with a generic black one. the item was also said to be in ""excellent"" renewed condition, but it has quite a few scuffs and marks i wasn't pleased to see, most notably along the top edge where the screen and the case meet. i'll mostly be using this for working out, so it's not a huge deal, but i was definitely disappointed when i opened the package to see it wasn't in the condition it was sold under.",not receive clover sport band listed instead came generic black one item also said excellent renewed condition quite scuff mark not pleased see notably along top edge screen case meet mostly using working not huge deal definitely disappointed opened package see not condition sold,3,1,0,1,0
04-01-2023 21:38:35,battery life is phenomenal !!! very stylish and the earbuds work well.,battery life phenomenal stylish earbuds work well,5,1,1,1,1
01-01-2023 15:28:28,"small and lightweight, folds flat and fits in an included velveteen bag. allows me to use a small chromebook in various locations and adjust the viewing height. i found it sturdy and reliable. like other reviewers i found it somewhat disconcerting that the legs do not lock into place, however i have never had them come loose while in use.",small lightweight fold flat fit included velveteen bag allows use small chromebook various location adjust viewing height found sturdy reliable like reviewer found somewhat disconcerting leg not lock place however never come loose use,5,1,1,1,1
08-01-2023 20:13:45,there is a constant buzzing sound that is not fixed by a ground loop. waste of money.,constant buzzing sound not fixed ground loop waste money,1,1,0,1,0
09-01-2023 00:26:06,does exactly what it's supposed to do and moves my pictures from my phone to my computer.,exactly supposed move picture phone computer,5,0,,0,
05-01-2023 10:40:52,iphone and samsung. works as expected,iphone samsung work expected,5,1,1,1,1
03-01-2023 17:18:19,"easy to connect and use without any other software requirements! great extension monitor for laptop when traveling, and great monitor for streaming a mobile phone!",easy connect use without software requirement great extension monitor laptop traveling great monitor streaming mobile phone,5,1,1,1,1
02-01-2023 22:30:00,inside of the bag fell apart after one use. it was poorly made and i will never buy any thing from this company ever again!,inside bag fell apart one use poorly made never buy thing company ever,1,1,0,1,0
07-01-2023 06:38:36,"these screen protectors are great quality. they don't leave fingerprints or glare and allow for seamless touch screen use. the installation kit comes with all of the necessary tools and then some. unfortunately i didn't read all of the instructions and messed up my first cover, and the second one i placed off-center so that my ipad case interferes with the screen cover. i reached out to the seller to see if i could get a replacement and they were very understanding and agreed to send me a replacement! five stars for their customer service and their product. i would recommend!",screen protector great quality not leave fingerprint glare allow seamless touch screen use installation kit come necessary tool unfortunately not read instruction messed first cover second one placed off-center ipad case interferes screen cover reached seller see could get replacement understanding agreed send replacement five star customer service product would recommend,5,1,1,1,1
09-01-2023 01:16:44,"didn't glow at all, main reason i bought it",not glow main reason bought,2,1,0,1,0
01-01-2023 03:12:06,no cleaning pads or anything that would help with dust and debrishave bought other brands and alcohol pad and dust collection pads were included but not with this kittook my time and cleaned the tablet with m tablet pads and used the included screen pad to clean and dryapplied and no matter how i did it i always had bubblesi have tables and will go with s/k or alni glassbecause i have had failures or bubbles using their glass and they have a % no questions asked warranty,no cleaning pad anything would help dust debrishave bought brand alcohol pad dust collection pad included not kittook time cleaned tablet tablet pad used included screen pad clean dryapplied no matter always bubblesi table go s/k alni glassbecause failure bubble using glass no question asked warranty,1,0,,0,
01-01-2023 08:01:50,still probably the best mini-usb cable to use if you still have a keyboard or some other device that needs it.,still probably best mini-usb cable use still keyboard device need,5,1,1,1,1
04-01-2023 22:55:43,"initially, i really liked the aesthetics of this product. it was nice and clean with no markings/extra features which was what i wanted. when i first started using the product, the top cap was slightly loose so within few days of its use, the top cap disappeared. i discussed with amazon and received credits back to re-order. second time, i was travelling and the top cap disappeared again!!! i used the product gently and didn't do anything outside of ordinary everyday activities so i'm very disappointed. now i have two bottom parts without any top cap...",initially really liked aesthetic product nice clean no markings/extra feature wanted first started using product top cap slightly loose within day use top cap disappeared discussed amazon received credit back re-order second time travelling top cap disappeared used product gently not anything outside ordinary everyday activity disappointed two bottom part without top cap,1,1,0,1,0
09-01-2023 19:46:26,decent laptop case/cover - if anything is on your fingers it stains/shows terribly. / overall,decent laptop case/cover anything finger stains/shows terribly overall,5,1,1,1,1
09-01-2023 04:16:31,would recommend these to anyone who really enjoys these type of earbuds.,would recommend anyone really enjoys type earbuds,5,1,1,1,1
07-01-2023 18:10:38,so far so good! easy to follow setup. sound is good quality,far good easy follow setup sound good quality,4,1,1,1,1
09-01-2023 22:56:47,got a pack and only one works. who wants to go through the hassle on returning these. very poor. not a happy camper.,got pack one work want go hassle returning poor not happy camper,1,1,0,1,0
02-01-2023 21:53:56,"you aren't going to get a better, more versatile mount - never mind at this price. great product.",not going get better versatile mount never mind price great product,5,1,1,1,1
01-01-2023 20:50:40,not works everything now creates a error code gaming its a gaming gpu you cann't game with,not work everything creates error code gaming gaming gpu n't game,1,1,0,1,0
07-01-2023 13:55:42,"the data transfer speed was great and it is a very small, compact one that you may tend to misplace very easily. i use this for transferring videos from my car dashcam to my laptop and it works great!",data transfer speed great small compact one may tend misplace easily use transferring video car dashcam laptop work great,5,1,1,1,1
03-01-2023 20:01:25,a lot of storage for the price but the transfer speed is horrendous… save your money and get something reputable,lot storage price transfer speed horrendous… save money get something reputable,1,1,0,1,0
08-01-2023 03:48:05,works for superrx but you would need to tighten it from time to time.,work superrx would need tighten time time,4,1,1,1,1
05-01-2023 18:57:46,happy surprise - you can use your phone to find your wallet or your wallet to find your phone.,happy surprise use phone find wallet wallet find phone,5,1,1,1,1
01-01-2023 16:24:36,this war working well until it stopped working after just a few months. where do i get support? replacement?,war working well stopped working month get support replacement,1,1,0,1,0
05-01-2023 19:54:18,usb - c port burned,usb port burned,3,0,,0,
03-01-2023 12:50:14,"sadly, you get what you pay for. after a few successful times playing a movie, the reader simply stopped working - we could hear the reader trying to read / re-boot over and over again. not a good value or product.",sadly get pay successful time playing movie reader simply stopped working could hear reader trying read re-boot not good value product,1,1,0,1,0
06-01-2023 06:59:35,"i am enjoying this case. the pencil does charge even with the case on, you just have to really push it down for it to connect. no complaints over here!",enjoying case pencil charge even case really push connect no complaint,5,1,1,1,1
02-01-2023 03:43:02,buttons would not move. battery holder was broken. very quick response from the vendor for replacement.,button would not move battery holder broken quick response vendor replacement,1,1,1,1,0
01-01-2023 20:57:56,"updated: the seller reached out to me after i posted this review, offering kind assistance. they ended up sending me a new keyboard. hoping this one continues with no problems. this keyboard and mouse worked just fine…for months. then one day they both stopped working. replaced the batteries. nothing. restarted my laptop. nothing. tried the usb in two different computers. nothing. too bad, because it's aesthetically pleasing and i'd like to keep using it.",updated seller reached posted review offering kind assistance ended sending new keyboard hoping one continues no problem keyboard mouse worked fine…for month one day stopped working replaced battery nothing restarted laptop nothing tried usb two different computer nothing bad aesthetically pleasing would like keep using,3,1,1,1,1
05-01-2023 13:47:35,does not support external hard drives,not support external hard drive,2,0,,0,
05-01-2023 17:07:30,i ordered two of these. both arrived with damage and manufacturing defects. these are not able to be returned. find a better option.,ordered two arrived damage manufacturing defect not able returned find better option,1,1,0,1,0
01-01-2023 19:34:47,no extra cords needed. plug right in and go!,no extra cord needed plug right go,5,1,0,1,0
05-01-2023 19:24:28,"if you're looking for an m. drive, this will work. however, this product is not as advertised, it is not a ."" form factor ssd. i have ordered this product twice and received an m. both times, leading me to believe this product listing is incorrect.",looking drive work however product not advertised not form factor ssd ordered product twice received time leading believe product listing incorrect,1,1,0,1,0
03-01-2023 19:25:19,used twice. the microphone picked up a person talking feet away and amplified his voice as loud as mine.,used twice microphone picked person talking foot away amplified voice loud mine,1,1,0,1,0
02-01-2023 19:47:01,seems to be a good value.,seems good value,4,1,1,1,1
02-01-2023 13:59:30,"so far this little inexpensive gem is working really well, is extremely quiet, and love the ergonomic legs. i'm a happy buyer.",far little inexpensive gem working really well extremely quiet love ergonomic leg happy buyer,5,1,1,1,1
01-01-2023 14:57:31,they make you purchase a yearly subscription for each camera. otherwise you have not control of play back options. it sucks,make purchase yearly subscription camera otherwise not control play back option suck,1,1,0,1,0
08-01-2023 16:45:02,family trip away from home wanted to have a back drop for memories. great buy,family trip away home wanted back drop memory great buy,5,1,1,1,1
08-01-2023 18:30:28,love the little case that charges them and the fact they turn on and off by themselves. by far the most convenient ones.,love little case charge fact turn far convenient one,5,1,1,1,1
05-01-2023 15:03:19,all great! wish the remote wasn't as necessary since there'sa chance it can be misplaced,great wish remote not necessary since there'sa chance misplaced,4,1,1,1,1
06-01-2023 23:31:38,i purchased this antenna in and it was amazing to have beautiful hd local channels over the air. in the last few weeks we noticed that our usual local channels were having issues with the signal any time someone walked near the tv. i believe the power supply to the antenna has finally gone to the big electronics heap. i definitely recommend this unit to friends and family.,purchased antenna amazing beautiful hd local channel air last week noticed usual local channel issue signal time someone walked near tv believe power supply antenna finally gone big electronics heap definitely recommend unit friend family,5,1,1,1,1
07-01-2023 20:51:31,"this thing works on my car which has only carplay and no android auto. first time connection: i had to spent some time to figure out. apparently somehow it didn't work from the android auto screen but i have to use the bluetooth connection screen to pair my phone. after that it works pretty well. startup time: between s to maybe min. it definitely would not be as fast as using the wired carplay, but i need android auto. you don't need to do anything except for waiting it to connect. as a non-stock solution i think it's good enough. interaction: if you have a touch screen then it's easier. on my car i have only a touchpad with non-touch screen. it will display a mouse cursor so i can move around and click. the stock wired carplay actually moves between the clickable buttons on the screen when i move my finger on the touchpad. cursor is not the best, but it works. now there are some downsideno day/night mode: as you can see on the photo, the system isn't syncing with car's day/night mode so the map is bright at night. i think this is something can be fixed. no music information on car stereo: when you play music in android auto, the car stereo won't get what music you're playing so you can only see unknown. you can only check your music on android auto interface. no play store: it's based on android but doesn't have all android features. you will only work with what they provided which is netflix and youtube but you can't download apps. (i personally don't use that but if you need that be aware.)dated android auto interface: the whole system seems to be based on an old android version and i'm not sure if we will ever get firmware update to have the latest revamped android auto. that brings up another thing is it only supports wireless android auto, so you can only use whatever android auto this box comes with, not the version on your phone.",thing work car carplay no android auto first time connection spent time figure apparently somehow not work android auto screen use bluetooth connection screen pair phone work pretty well startup time maybe min definitely would not fast using wired carplay need android auto not need anything except waiting connect non-stock solution think good enough interaction touch screen easier car touchpad non-touch screen display mouse cursor move around click stock wired carplay actually move clickable button screen move finger touchpad cursor not best work downsideno day/night mode see photo system not syncing car day/night mode map bright night think something fixed no music information car stereo play music android auto car stereo not get music playing see unknown check music android auto interface no play store based android not android feature work provided netflix youtube not download apps personally not use need aware dated android auto interface whole system seems based old android version not sure ever get firmware update latest revamped android auto brings another thing support wireless android auto use whatever android auto box come not version phone,5,1,1,1,1
01-01-2023 14:45:10,"me agrado todo de este producto, se escucha perfectamente, el sonido se aisla muy bien.",like everything product heard perfectly sound isolated well,5,0,,0,
03-01-2023 00:44:51,no se el porque todo esta bien pero si le digo al foco que ponga el negro se pone el naranja,not know everything fine tell focus black put orange,5,0,,0,
08-01-2023 00:04:46,"if you need a low powered pc to travel with this will be great. overall the performance is nothing to get excited about. just for fun i did a reset pc it took close to hr to complete. if you plan to use this for light web browsing and maybe some streaming media it will do ok, but otherwise you could a dedicated streaming stick for / the price. it is very portable and doesn't seem to run hot so that is a plus. overall not really sure who this is really for.",need low powered pc travel great overall performance nothing get excited fun reset pc took close hr complete plan use light web browsing maybe streaming medium ok otherwise could dedicated streaming stick price portable not seem run hot plus overall not really sure really,4,1,1,1,1
02-01-2023 03:50:49,does not pair. it's junk,not pair junk,1,1,0,1,0
07-01-2023 21:26:02,"works as expected. works with samsung tablets that have usb c. allows you to plug in storage drives and usb camera, and use it to get photos off a video camera.",work expected work samsung tablet usb allows plug storage drive usb camera use get photo video camera,5,1,1,1,1
07-01-2023 21:47:49,these stopped working after a day. sound quality is awful. steer clear.,stopped working day sound quality awful steer clear,1,1,0,1,0
08-01-2023 17:43:26,bought more for my nephews!,bought nephew,5,1,1,1,1
04-01-2023 03:58:15,the directions were in english and clear to understand. all the parts and tools were included for assembly. it took about minutes to install and get my monitors mounted. great value and would totally by again or recommend if so requested.,direction english clear understand part tool included assembly took minute install get monitor mounted great value would totally recommend requested,5,1,1,1,1
05-01-2023 08:56:11,i'm honestly glad i got this mouse! it's super quiet!,honestly glad got mouse super quiet,5,1,1,1,1
06-01-2023 13:30:02,"works great, no issues, clear screen.",work great no issue clear screen,5,1,1,1,1
01-01-2023 19:10:07,"would not charge …finally got it to charge then would only charge to % overnight. got it started, then it cut out completely . very frustrating. sent back and they would only give me a gift credit…no computers in stock to give me a new one .",would not charge …finally got charge would charge overnight got started cut completely frustrating sent back would give gift credit…no computer stock give new one,1,1,0,1,0
07-01-2023 16:13:48,"fit perfectly and keeps the processor cool. just be careful when installing it: the self-adhesive pad holds the sink nicely in place, but it takes a lot of pressure on the spring-loaded snap-fit pins to get them through the holes on the pcb and one of them is very close to the extremely sharp pins on the -pin header. when the pin finally goes through the hole, it does so suddenly and it's important that no part of your finger be over that header when that happens (as i learned painfully).",fit perfectly keep processor cool careful installing self-adhesive pad hold sink nicely place take lot pressure spring-loaded snap-fit pin get hole pcb one close extremely sharp pin pin header pin finally go hole suddenly important no part finger header happens learned painfully,4,1,1,1,1
07-01-2023 19:20:10,i liked that it was usable for something so inexpensive. but just needs the power adapter plugged in while connected to your source ( hdmi cable to laptop) since it has no wifi or battery. you get what you pay for but it also stopped working years later,liked usable something inexpensive need power adapter plugged connected source hdmi cable laptop since no wifi battery get pay also stopped working year later,2,1,0,1,1
04-01-2023 21:02:00,i had a lot of difficulty loading music from my mac. wound up returning this unit and loaded my i phone instead,lot difficulty loading music mac wound returning unit loaded phone instead,1,1,0,1,0
08-01-2023 14:29:07,"after owning for about months, the headset snapped just from taking it off",owning month headset snapped taking,1,0,,0,
07-01-2023 22:10:03,"the quality of the sound and volume are surprisingly good for such a small package. i like that it can sit different ways, up on its end or down on its long edge. it connected quickly and it remembers the last linked device so you don't have to re-scan each time. the only small downside is that it is affected by my microwave oven if it's being used in the kitchen...of all things! still, that's not a big deal. it has a good range, too, so i can be at the other end of the house with my cellphone and it still works.",quality sound volume surprisingly good small package like sit different way end long edge connected quickly remembers last linked device not re-scan time small downside affected microwave oven used kitchen thing still not big deal good range end house cellphone still work,5,1,1,1,1
07-01-2023 01:13:42,came cracked poor quality,came cracked poor quality,1,1,0,1,0
08-01-2023 20:49:51,returned. did not do what i was led to believe it would do.,returned not led believe would,1,1,0,1,0
02-01-2023 20:28:32,simply attach this to the receiving end of your tv or signal amplifier. really reduces pixelation and breakup in fringe reception areas.,simply attach receiving end tv signal amplifier really reduces pixelation breakup fringe reception area,5,0,,0,
09-01-2023 11:55:40,i like the little clicks sound it makes,like little click sound make,5,1,1,1,1
07-01-2023 21:04:33,video was absolutely terrible until i put tape over the infrared lights. video still terrible for - seconds then clears up. i have person detection settings on but it seems to record leaves blowing and anything small but will not detect a person % of the time. my old st generation ring camera works far better. my ring spotlight camera works flawlessly also. would not recommend this model.,video absolutely terrible put tape infrared light video still terrible second clear person detection setting seems record leaf blowing anything small not detect person time old st generation ring camera work far better ring spotlight camera work flawlessly also would not recommend model,2,1,0,1,0
09-01-2023 09:09:53,i really want this tv but unfortunatly it arrived broken . i sent it back but have not yet been able to get another.,really want tv unfortunatly arrived broken sent back not yet able get another,1,1,0,1,0
01-01-2023 15:58:47,"the sound quality is fine, but not great. the built quality is rather cheap and flimsy, and probably will not last very long. the headphones came without the audio cable. the provider said to send one separately but never did.",sound quality fine not great built quality rather cheap flimsy probably not last long headphone came without audio cable provider said send one separately never,3,1,1,1,0
09-01-2023 18:42:03,"it was pretty straight forward to install both front and rear cameras. took me less than one hour. cameras have good resolution and i can read license plates of other vehicles. the app is confusing when it comes to downloading the videos or viewing gps records, but i should be able to get to them when it is really necessary.",pretty straight forward install front rear camera took less one hour camera good resolution read license plate vehicle app confusing come downloading video viewing gps record able get really necessary,5,1,1,1,1
08-01-2023 01:15:29,"i use all kinds of headphones and earbuds, but when i want to talk with my mom over the phone i use this one. otherwise she has a hard time hearing me.",use kind headphone earbuds want talk mom phone use one otherwise hard time hearing,5,1,1,1,1
06-01-2023 02:28:35,"one ear piece stopping functioning after weeks. was always difficult to hear when plugged in, then one side stopped functioning. junky head set. don't buy.",one ear piece stopping functioning week always difficult hear plugged one side stopped functioning junky head set not buy,1,1,0,1,0
06-01-2023 16:18:23,"this is better than i expected and fits my needs to carry all the work essentials including a laptop, tablet, folders, and pens. it looks great and feels like a good cushion to protect my items.",better expected fit need carry work essential including laptop tablet folder pen look great feel like good cushion protect item,5,1,1,1,1
08-01-2023 19:09:11,comes with windows pro out of the box. no installation needed. only downside is ram upgrade not possible. planning to use it for own personal cloud storage.,come window pro box no installation needed downside ram upgrade not possible planning use personal cloud storage,5,0,,0,
04-01-2023 20:29:52,"does what you want. seems reliable. consistently sets off my alien bee and yongnuo flashes when triggered. i have not used it in a crowded venue, which is where i have been having signal problems with my existing wireless.",want seems reliable consistently set alien bee yongnuo flash triggered not used crowded venue signal problem existing wireless,5,1,1,1,1
01-01-2023 02:14:31,it works as advertised. i have no complaints.,work advertised no complaint,5,1,1,1,1
03-01-2023 19:35:33,my son's tablet stopped working. sent it back for repair. was irreparable so they sent me the value of tablet. was all really efficient and fast.,son tablet stopped working sent back repair irreparable sent value tablet really efficient fast,5,1,1,1,1
08-01-2023 21:17:23,"all in all, it's what i needed to keep my arm from moving too arm. my only complaint isthe left clicker tends to stick quite a bit. i just tap it a few times and it unsticks. little frustrating//: update. returned. the left click button was getting to be very frustrating",needed keep arm moving arm complaint isthe left clicker tends stick quite bit tap time unsticks little frustrating update returned left click button getting frustrating,3,1,0,1,0
02-01-2023 19:04:17,i bought of these for random spots in the house. the kids love them for sleepovers so they can all hang out together on their phones together…you know how kids do that these days. only observation is that they are a bit bulky…specifically when under the kitchen cabinets for appliances. all six worked as hoped.,bought random spot house kid love sleepover hang together phone together…you know kid day observation bit bulky…specifically kitchen cabinet appliance six worked hoped,5,1,1,1,1
05-01-2023 21:54:40,"the cloth is fine, but the clamps were not included as promised.",cloth fine clamp not included promised,3,1,0,1,0
03-01-2023 16:13:06,ripped right when i tried to put on my airpods.,ripped right tried put airpods,1,1,0,1,0
04-01-2023 22:15:19,beautiful picture,beautiful picture,5,1,1,1,1
04-01-2023 03:47:33,product does not glow as described.,product not glow described,1,0,,0,
05-01-2023 19:18:00,"the bag is a good example how much malls rip us off. this laptop bag puts all to shame. now i just received it but i have no doubt it will last me years, you could drag this thing behind a car & it will survive.",bag good example much mall rip laptop bag put shame received no doubt last year could drag thing behind car survive,5,1,1,1,1
06-01-2023 15:08:03,tried everything and it doesn't work. we don't have the box anymore otherwise we would return.,tried everything not work not box anymore otherwise would return,1,1,0,1,0
04-01-2023 19:07:03,i have purchased rechargable batteries for my cameras many times over the years from this company. the batteries i received in december leak battery acid. everytime i try to charge them. they are completely worthless and dangerous.,purchased rechargable battery camera many time year company battery received december leak battery acid everytime try charge completely worthless dangerous,1,1,0,1,0
02-01-2023 17:11:16,completely dead after days. daughter's also.,completely dead day daughter also,1,0,,0,
01-01-2023 11:26:40,charging end and cord gave out after a few months.,charging end cord gave month,3,0,,0,
06-01-2023 11:43:10,i love the color and the secure fit on my tablet. the pocket is a bonus!,love color secure fit tablet pocket bonus,5,1,1,1,1
01-01-2023 03:23:15,"this keyboard lived up to the hype until this week when four keys stopped working: spacebar, g, h, and quotation. warranty only goes - months. i do not recommend this product.",keyboard lived hype week four key stopped working spacebar quotation warranty go month not recommend product,1,1,0,1,0
08-01-2023 23:58:01,"cheesy...noticeably bad and scratchy sound.. i've had much much better for not much more doe ,definitely would not recommend",cheesy noticeably bad scratchy sound much much better not much doe definitely would not recommend,2,1,0,1,0
06-01-2023 09:41:29,i was nervous to buy my year old a watch that he wouldn't like it ! he loves this watch ! it does so many cool things ! he has an android and it works wonderful with it !,nervous buy year old watch would not like love watch many cool thing android work wonderful,5,1,1,1,1
06-01-2023 07:16:51,great chest rig for hands free working!,great chest rig hand free working,5,1,1,1,1
05-01-2023 23:19:32,"too early to tell about the battery life, but the pairing was virtually instantaneous and noise canceling is incredible. crazy low price for awesome sound.",early tell battery life pairing virtually instantaneous noise canceling incredible crazy low price awesome sound,5,1,1,1,1
05-01-2023 19:27:56,"living semi remote this alarm lets us know if someone is in our driveway/yard, exactly what we wanted. we have some regular visitors in the middle of the night (wildlife), but that's alright. it was very simple to set up.",living semi remote alarm let know someone driveway/yard exactly wanted regular visitor middle night wildlife alright simple set,5,1,1,1,1
09-01-2023 23:27:56,worthless. they never stayed connected to the wi-fi which renders them useless. couldn't return them since i had already discarded the boxes.,worthless never stayed connected wi-fi render useless could not return since already discarded box,2,1,0,1,0
04-01-2023 19:23:26,i bought this just for the handle which turned out to be too loose. it is extremely ackward to hold the kindle by the handle. it needs to be way tighter especially for the inch fire. it also did not have the magnetic close when closing the front cover. however it did turn the kindle off. i plan to return it.,bought handle turned loose extremely ackward hold kindle handle need way tighter especially inch fire also not magnetic close closing front cover however turn kindle plan return,2,1,0,1,0
03-01-2023 09:22:34,speaker good but does not last h only h,speaker good not last,4,1,1,1,0
05-01-2023 03:57:49,"i feel scammed. completely unaligned, you have to just try and focus with one eye",feel scammed completely unaligned try focus one eye,1,1,0,1,0
09-01-2023 13:35:48,"great sound cancellation, awesome base and worth the price.",great sound cancellation awesome base worth price,5,1,1,1,1
09-01-2023 01:12:39,"couple of things to note - this is a sfp module, not an sfp+ module. it will work in sfp+ sockets, with a maximum datarate of .gbps. however, this is mostly marketing. it'll run at gbps since that's the negotiated speed, .gbps is just the sfp socket maximum. it has an lx connector, and works great on my lx cables at gbps on my intel es sfp+ pcie card.",couple thing note sfp module not sfp module work sfp socket maximum datarate gbps however mostly marketing run gbps since negotiated speed gbps sfp socket maximum lx connector work great lx cable gbps intel sfp pcie card,5,1,1,1,1
