original_text,sarcasm_score,performance_sentiment,price_sentiment,quality_sentiment,features_sentiment
You get what you pay for. It’s ok for only chrckung the time. Anything else realated to apps is a bit finiky.,0.44381317496299744,0.0,0.0,0.0,0.0
The best smartwatch I’ve ever purchased online.,0.4377342462539673,0.0,0.0,0.0,0.0
Great,0.44843044877052307,0.0,0.0,0.0,0.0
Just as expected,0.4477810859680176,0.0,0.0,0.0,0.0
Works great,0.44729191064834595,1.0,0.0,0.0,0.0
"I have had this receiver for 8 months now and have to say I expected much better from pioneer.  It wasn't overly expensive so I did take that into account,however I do expect it to do its primary functions!  For example the cec control worked at first but now it doesn't so I have to turn it on manually every time. And after many failed attempts to update the software even buying a new flash drive for it,I have had enough. The sound quality is not very good either.  I can not recommend this and it will be the last pioneer I own.",0.4430456757545471,0.0,0.0,-0.5,0.0
"I had a bit of a scare when I thought it could only be used on the luna cloud gaming service, but it works great with retroarch. It is also quite ergonomic and responsive.",0.44601717591285706,0.5,0.0,0.0,0.0
Bad choice don’t buy it blew out the fuse in my car after being on 2 minutes and you hardly feel any heat coming out to defrost the window,0.4459274113178253,0.0,0.0,0.0,0.0
Hubs needed for his boat project. I Like the square shape and chose this one. Installed with jl speakers and he loves it. Hoping that taking out on the water doesn’t change our minds. Hooks up to phone Bluetooth very easily.,0.44344112277030945,0.0,0.0,0.0,0.0
"Lived it, until it broke in less than 1 month",0.4480077028274536,0.0,0.0,0.0,0.0
Did not hold a charge after 6 months,0.44817405939102173,0.0,0.0,0.0,0.0
"This great product worked only for 6 weeks, then stopped charging. It was supposed to be iPhone compatible?",0.4471341669559479,0.0,0.0,0.0,0.0
I bought 2 of them. So far both are working as expected. USB connections to each of computers has color name matching with indicator lighting.,0.44856104254722595,1.0,0.0,0.0,0.0
Got this to monitor a summer cabin while we are away. Setup was easy and seems to have good connectivity. We are in poor reception for AT&T but it grabs a signal and the HD video looks good with no delay. Motion detection alerts are quick to notify.,0.4481348395347595,0.0,0.0,0.0,0.0
great value,0.4478285610675812,0.0,1.0,0.0,0.0
Good value and fits,0.44868919253349304,0.0,1.0,0.0,0.0
These stickers are of images that not many people would want!  Who designed these?  For whom?  Why?  Waste of money!!!,0.4457893669605255,0.0,-1.0,0.0,0.0
"Very easy installation, easy to remove bubbles, and hopefully lasts a while. This is a very abrasive surface, so be warned. It does cut some of the quality of the image down, but it’s worth having to make drawing and note taking easier. I still very much recommend.",0.44718697667121887,0.0,0.0,0.0,0.0
"Laggy, doesn't connect to momentum. Kinda confusing to call other echo devices not in home. But worth the clearance price.",0.4453357756137848,0.0,0.5,0.0,0.0
Perfect size for use on helmet. Many features for image stabilization.  Great customer support!,0.4471908211708069,0.0,0.0,0.0,0.5
Works well. Easy to install. Does what it is supposed to do. I would recommend this one.,0.44597986340522766,0.5,0.0,0.0,0.0
"Bought two of these for my wife, as she got a new computer and docking station with DisplayPorts. Both monitors flicker frequently during the day, going black for a second or two at the time. Going to have to buy higher quality cables instead. I do have two myself that works well with my own screens.",0.44886255264282227,0.5,0.0,-0.5,0.0
"I wanted a bedside clock radio with blue tooth to listen to my audio books. The clock radio is fine and fits nicely on my night stand, but the blue tooth doesn't work well for my audio books it lags and drops words and phrases.  I use the auxiliary input instead, it works just sloppier with more cables.",0.445499986410141,0.0,0.0,0.0,0.0
I travel to events with my laptop frequently and don’t want to carry to much with me- but I also miss the number pad that my key board has! I love that i have this and can put it at the best reach depending on the space I get - plus it’s cute!,0.44409680366516113,0.0,0.0,0.0,0.0
Keeps up with the grandkids games. Not like the older kindles,0.4514516294002533,0.0,0.0,0.0,0.0
I used these in our Sssscat spray repellent because the brand scan aerosol can was way too expensive,0.4455257058143616,0.0,0.5,0.0,0.0
It is a very good screen protector for tablet for Samsung Galaxy S7 FE.,0.44647833704948425,0.0,0.0,0.0,0.0
"Wife loves it, protects tablet and easy to hold.",0.44361361861228943,0.0,0.0,0.0,0.0
"Huge upgrade over my 1660 ti! Card works awesome, no issues with shipping or parts. Price was decent but still a little on the high side when I purchased it.",0.4456619322299957,1.0,0.0,0.0,0.0
Used it for a custom diode laser cutter.,0.4433596730232239,0.0,0.0,0.0,0.0
Excellent value.  Attractive and relatively quiet even at full throttle.,0.4452947974205017,0.0,1.0,0.0,0.0
"For me this is the perfect stand for my new iPad 10.  It provides essential protection while making it easier to hold, yet is essentially invisible.  I had been using a case with a front flap that could convert to a stand.  Those are awkward and, ironically, the one time I cracked the screen was while using one of those. Now when I need a stand I use the Amazon Basics portable folding stand (also a great product). It’s a great combo.<br /><br />BTW, if you’re shopping for an iPad case, definitely avoid the overpriced garbage Apple sells under its brand name.  They last 3 maybe 4 months.  This cost a fraction as much and will outlast it by years.",0.44744962453842163,0.0,-1.0,0.0,0.0
This item only lasts one day on a change. It did not have a good touch screen!,0.44493868947029114,0.0,0.0,0.0,0.0
"My husband put this on for me while I was sleeping but when I woke up the next day he said that this screen protector was so horrible he was embarrassed to have applied it. When I asked what it looked like, he said he could just smear Vaseline on the screen to show me.",0.44124123454093933,0.0,0.0,0.0,0.0
"Fast shipping, easy to install. Excellent picture quality, great price! Highly recommend this backup camera!",0.4483712613582611,1.0,1.0,1.0,0.0
"The Typecase is sturdy enough and versatile enough as any standard iPad case but the built in keyboard also makes it feel like you are using a Macbook, my only minor complaint is once you put the case on your iPad it is nearly impossible to take it off but on the other hand once you've done so you really will not want to. The keyboard isn't too light or flimsy like those you may buy directly from the Apple store where the asking price for one of those may be upwards of $100 by it's self, with the Typecase you get a nice laptop like keyboard with a case, a magnetic holder for your touch pen and an additional side loop for the touch pen to ensure it won't get loss when transporting your iPad. Overall I highly recommend this product and I easily give it 5 stars.",0.44497495889663696,0.0,0.5,0.5,0.0
"I personally didn't get much use out of this. It was about 5 mph off from my dash speedo. If your instrument cluster is damaged, it may come in useful. Otherwise, it's just another unnecessary cord and item that needs power. Overall score... Meh.",0.44641873240470886,-1.0,0.0,0.0,0.0
"Installed these in the dash of a 2021 4runner ORP and they are a huge improvement over the OEM speakers. Plenty of writeups on the 4runners forums but these do work. They will require the resister mod too which, to my surprise, the resistors come with the speakers. Made the install a breeze.",0.4457188546657562,0.0,0.0,0.0,0.0
It’s a cute case. But it came with a pretty noticeable scratch on it. There’s a space between the bottom piece and the laptop that isn’t great but I’m going to try taking it off and putting it on again maybe I did it wrong. Very thin plastic. Doesn’t seem like it will do much good if you drop your computer or something. But it’s cute. Not going to deal with returning because I don’t want to wait for a new one.,0.4454779028892517,0.0,0.0,0.0,0.0
"This NIC works great.  It is easy to install.  Well, I did have to use the driver from the CD that came with it.  My computer has Windows 10, and I did not have the latest updates on it.  This might not be a problem on an updated computer.  It comes with a great ethernet cable as well as a low-profile face plate for smaller computers.",0.4463507831096649,1.0,0.0,0.0,0.0
replacing old monoprice  switch,0.44579458236694336,0.0,1.0,0.0,0.0
"I love my home movies and this DVD player works well for that purpose. I also watched a DVD on it and that was fine also.  I was unsure because I didn't recognize the brand name, but I was pleasantly surprised.  The cost was affordable, and it was really easy to set up. The only thing was the cord was only 3 ft and I needed more.",0.4455753564834595,1.0,0.5,0.0,0.0
Plenty of power. Opened up my speakers so much sounded like new speakers. I got this somewhere else but had to write a review after 1 year with no issues at all and its a pleasure to listen to<br /><br />Probably one of the best NAD products,0.44220247864723206,0.0,0.0,0.0,0.0
I only use the thing for six times does not even work very disappointed in this product for $175. Definitely not worth it.,0.4428962469100952,0.0,-1.0,0.0,0.0
"I found both bottles of cleaner partially empty, and fluid spilled onto interior packaging.  I returned for a replacement and new bottles equally not filled.  There was no seal on bottles to prevent leakage, so buyer beware.",0.4445571005344391,0.0,0.0,0.0,0.0
Works as designed.,0.44511306285858154,0.5,0.0,0.0,0.0
"I'm actually pleasantly surprised with the quality of this product and actually the additional small details thrown in: this ethernet cable is the first I ever see that even includes small caps over the ends where the plugs are for dust/damage protection. Very nice touch - I would buy more ethernet cables from this brand just to have some more end caps available, to use for travel or storage protection of other cables!<br /><br />The cable seems very well build as other reviews point out and I read through before placing my own order. The ethernet cable and the mentioned accessories as advertised are all included in the small plastic pouch they are shipped in. Another nice bonus was it also included a small velcro strap labeled ""Cat8.""<br /><br />I would buy this product again without question, I needed something of this length for a house project and am very happy with my order.",0.44591206312179565,0.0,0.0,0.5,0.0
I don't have to take my computer or laptop apart I just plug it in no drivers are much to add it does its own thing of course I think I had a CD I don't know there's nothing I don't like about it portable absolutely perfect still working that's my main thing with these products they should work longer than a few days or a few months at least a year huh however this product kicks booty since I can't say the word a z z y'all have a good one enjoy yourselves bye this one right here I'm telling you one gig no problem I tested it run it and that's what I get through it I 1 gig modem all right I'm out,0.44273796677589417,-1.0,0.0,0.0,0.0
It works well and arrived quickly,0.44975051283836365,0.5,0.0,0.0,0.0
I have tiny little monkey ears and tiny eat canals. I have tried over the ear and in the ear. These actually fit!!! I can wear one all day and forget it's on when I take off my cap after a 12 hour shift. The sound isn't amazing but I'm just so happy to have music at work that it's ok. The fit and comfort makes up for all shortcomings.,0.4437239468097687,0.0,0.0,0.0,0.0
"Sadly the base would not charge the batteries. They sat there for days and nothing. The company did get back to me and issued a refund. If I charge the batteries like a phone, 1 at a time, they do seem to last just about as long as the original Ring batteries. It was just the base that was bad.",0.4467756748199463,0.0,0.0,0.0,0.0
"I received a damaged and retaped box. It was obviously a returned item. I could see the reason someone returned it. The height tightening screws on the poles could not go in because a hole was missing on the plastic bushing. Once I drilled a hole in the bushing, the screw was able to go in. I should not have had to do that. Once I got past that problem, the stands were sturdy and worked fine.",0.44943350553512573,0.0,0.0,0.5,0.0
"Very nice looking , small , compact , easy to use",0.44841280579566956,0.0,0.0,0.0,0.0
The instructions are so bad that I am still trying to figure out how to use them???<br />As soon as I figure it out I will be able to rate the quality,0.4483991861343384,0.0,0.0,-0.5,0.0
Very poor instructions. Probably due to translation.,0.44561710953712463,0.0,0.0,0.0,0.0
"Really good material,really strong for 10 “ & over tablets,my Samsung tablet fits ok,even w/the  protector cover which is very thick & stay on any height w/no problem at all.Very satisfied.",0.4450276494026184,0.0,0.0,0.0,0.0
Installation was not very difficult and I managed to get it connected to the existing AP. It does not work very effectively as an extender and the signal was barely any stronger than the master AP. I ended up using it as a network bridge for an older printer without Wi-Fi. It works well for that application and has been on the network for the past month without issues. This is the third brand of Wi-Fi extender I have tried and the result is much the same.  Using an extender is not a very effective way to boost the signal and the result is usually not worth the effort. Its best to get devices from one brand which are designed to work together in s mesh configuration.,0.4448302984237671,0.5,-0.5,0.0,0.0
"For the price, these are fine. They get the job done and they’re comfortable. But for me at least, I had to replace them after about a year and a half because the pleather ripped. So if $15ish for 18 months is a good deal in your mind, these are worth picking up. I did end up getting another set, so obviously I think the cost to lifetime balance is fine. Just be aware you’re going to get like 18-24 months out of these at best.",0.44263845682144165,0.0,0.0,0.0,0.0
Extend my range,0.44485506415367126,0.0,0.0,0.0,0.0
We returned this after a couple of days because it was needlessly complicated and difficult to setup. The replacement product we ordered was up and working within 15 minutes of opening the package,0.447922021150589,-1.0,0.0,0.0,0.0
Easy to install and the TV is (so far) still on the wall so it seems to be working as intended! Easy to adjust to the desired angle/position.,0.4458097219467163,0.5,0.0,0.0,0.0
"My husband misplaced his charger for his massager.  He has arthritis in his neck, so we spent good money on it. And this saved us! Plus it will fit other things. Great product",0.4448941648006439,0.0,0.0,0.0,0.0
I expected at least something close to polaroid quality pictures but instead got grainy and blurry pictures.,0.44826826453208923,0.0,0.0,0.0,0.0
I have had this kindle for over a year now! And I love it soo much! The size is perfect to fit in my backpack! So easy to use to purchase and borrow books! Highly recommend if you are wanting to use for traveling and if you don’t want to ruin your beautiful books!,0.44231489300727844,0.0,0.0,0.0,0.0
Useful as a bedside clock. Both Shows I own have horrible voice recognition if there is ANY background noise compared with the several Dots I own. I've literally got to get my face inches away from the device if my air filter or stove fan is running. Not a problem for the Dots.,0.4445813000202179,0.0,0.0,0.0,0.0
I have very small ears and cannot use normal earbuds .. no matter the brand or price. This one is amazing. It nestles into your ear without going into the canal. It does not budge. The sound isn't the best on the planet but it's not bad .. especially since it's only one ear. This is perfect for the work or school setting. You can listen to whatever you're streaming and still hear what's going on around you. Highly recommend if you haven't been able to find a comfortable earbud.,0.4473989009857178,0.0,0.0,0.0,0.0
Instructions were very lame,0.4463655650615692,0.0,0.0,0.0,0.0
"The cable is nice and flexible kind of rubber which is a big advantage over other earbuds at this price point which have cables that get all deformed and stiff after being too hot or cold from the car.<br /><br />Audio quality is fine and the foam earbuds are comfy.<br /><br />Only odd thing that seems to only occur with these earbuds that some might find annoying is: they are very conductive to static electricity.<br /><br />I think that the metal case on them may be in some way grounded to or at least very close to the speaker driver inside.<br />What this means is that if you shift in your seat and are wearing a static jacket or sweater, and are in a low humidity environment, and your phone is plugged into a charger (makes this happen more), you will be zapped in the ears by static electricity and hear a few pops.<br />Your computer monitors may black out for a few seconds when this happens as the interference is enough to disrupt the video signal, despite this happening on your phone and wall charger.<br /><br />I've never had this issue with other metal or plastic earbuds.<br /><br />Despite this I still like the earbuds so will continue to use them until they eventually fail.",0.44495469331741333,0.0,0.5,0.5,0.0
Works great for us,0.44849976897239685,1.0,0.0,0.0,0.0
"Best sounding sound bar that I have personally ever heard. Out of the box it’s fairly easy to adjust the levels to your liking. But my biggest s uggestion is to down load the Samsung sound bar control app called Smart things. It gives much better control of your sound bar with an Android, iPhone, iPad, ect. I have also added the rear satialite speakers to mine for true 5.1 surround sound.",0.4454061985015869,0.0,0.0,0.0,0.0
My wife loved the it! It was easy to pair and also loved the touch screen. Easy to use and navigate.,0.4428931474685669,0.0,0.0,0.0,0.0
Noise cancellation still interrupts.,0.44582635164260864,0.0,0.0,0.0,0.0
I’ve only had these one day but I’m impressed so far. The sound quality is very good. In the past I’ve had other less expensive earbuds drop the signal intermittently or lag. These do not that. I only rated the battery life four stars because I have no idea how it will last at this point.,0.44358116388320923,0.0,-0.5,0.5,0.0
"I’ve very successfully used Whoosh on MacBook, iPad and iPhone screens. It cleans and shines all screens. Plus, I’ve used it to clean my sunglasses. One of my pet peeves is dirty, smudged sunglasses and Whoosh is a great solution for them. It works",0.445231169462204,0.5,0.0,0.0,0.0
"Every update that Amazon pushes to the device, the Amazon Show gets worse and worse. A few months ago it stopped playing music the first time I asked it to, I have to repeat myself every single time. Now, the Show has started displaying ads on the home screen and there is no way to disable it. There is a reason this product is only $20. DO NOT BUY THIS.",0.44536423683166504,0.0,0.0,0.0,0.0
It blew out.,0.4455242156982422,0.0,0.0,0.0,0.0
"I ordered this antenna mount to install an outdoor PoE mesh network access point for my Starlink service.  I was looking for a sturdy mount that would hold to the weather.  The Proxicast Pro-Grade J-Max 100% Solid Stainless Steel Antenna Mount more than filled the task.  I chose the stainless steel mount over the aluminum since it was only a few dollars more.  Also, I wanted to increase the height of the mast by adding additional tubing, so the stainless steel should be able to carry any extra weight easily.<br /><br />The mount was straightforward to install.  After installing the base support to the wall, there are only 4 bolts to insert and tighten.  However, a couple of the base's mounting holes are directly behind the J arm.  If you want to use these, you may have to assemble the unit in place rather than on the ground.  The two small bolts holding the arm have to be slid in from the inside to the J arm tube.  It was tricky holding the bolt inside the tube to line it up with the provided hole while standing on a ladder.<br /><br />I have vinyl siding, so I wanted to use the facia board on the soffit.  The base support is a bit large (over 7 inches) and my facia boards are not that wide.  I wound up using a front corner that gave me more surface area.  Since I wanted to add to the mast height by a few feet, I used 1-inch PVC schedule 40 pipe.  That size was almost perfect and slid fairly snuggly into the Proxicast J arm.  I inserted the PVC pipe to the bend in the J-arm and added a few feet of length.  I used 2 additional 1/4-inch bolts to secure the pipe.  All in all, a very solid installation.",0.45001712441444397,0.0,0.0,0.5,0.0
"This is the cheapest and easiest upgrade to slightly older vehicles to be able to pair up my smartphone for music. I drive an old pathfinder and this made listening to music, podcasts and audio books a breeze.<br /><br />Con: although the product claims to have barriers or tech to prevent engine noise, it still comes through. But if that doesn't bother you, the rest of it works very well.",0.4425418972969055,0.0,1.0,0.0,0.0
I like how easy it was to put it on.,0.4430493116378784,0.0,0.0,0.0,0.0
"So far so good.  They are comfortable and stay connected to the watch.  I'm always wary of dyes and materials used in Chinese products, but so far I haven't noticed any color rubbing off.  I'll report back if anything changes.",0.4426072835922241,0.0,0.0,0.0,0.0
station selection knob a bit cumbersome but good sound and very nice to listen to in bed at night which is what I wanted it for.,0.44330254197120667,0.0,0.0,0.0,0.0
Fast and Accurate ! Thank you,0.4512087106704712,1.0,0.0,0.0,0.0
Only one speed and its noisy! I would not recommend,0.44707873463630676,-1.0,0.0,0.0,0.0
[[VIDEOID:e7782aec0e9eae82a4b81e94b25517b8]] Works well on my ps5 easy install and that about all I gotta say about that,0.4453872740268707,1.0,0.0,0.0,0.0
I bought two of these and tested both.<br /><br />at 1.5 amps current they are down to 4.5 volts.  These should have been rated at 1 amp at the most.  They are very light weight compared too other similarly rated power supplies.,0.4486514627933502,0.0,0.0,0.0,0.0
The camera is so lightweight and somewhat easy to use. I guess it’s the standard but I wish there were a way to use polaroids without flash.,0.447022408246994,0.0,0.0,0.0,0.0
"The newer ships have more plugs, but this really helps!",0.4490737318992615,0.0,0.0,0.0,0.0
These seem to be very quality cables. I like the offset head.,0.4454805850982666,0.0,0.0,1.0,0.0
"Great customer service as well as excellent watch. The watchband was too small, requested added links, positive customer response and had them within a couple of days. Watch works great for all the features I  want... heartrate, BP, steps, etc. and connects well to Samsung Galaxy 10 phone.",0.447034627199173,1.0,0.0,0.0,1.0
"Package was great, I love the shape, the sound is clear. Came with ear bud accessories and charger. Would highly recommend.",0.4441577196121216,0.0,0.0,0.0,0.0
great headset,0.44768089056015015,0.0,0.0,0.0,0.0
"Bought for my school laptop, which says it has a 17” screen.  Purchased this case and it was way to big.  It is very pretty pink, but was too cumbersome and oversized for my laptop and I donated to Goodwill.",0.44641628861427307,0.0,0.0,0.0,0.0
Worked well for a while then started left clicking instead of right clicking for no appearant reason.,0.4442797601222992,0.0,0.0,0.0,0.0
"Husband got this radio, for ham radio operation. Liked the idea of being able to hid the radio only have the handheld in the open. Only problem was went to plug it in and kept blowing the fuses both on the radio and the car. This could be a safety issue.",0.44495218992233276,0.0,0.0,0.0,0.0
I needed a replacement charger for my Motorola radio and this one worked out for me.<br /><br />Good product.,0.4415019452571869,0.0,0.0,0.0,0.0
Everything possible has already said about this album.  I originally owned a vinyl copy in 1971.  This is a new medium for an old favorite.  Still a great collection of Led Zeppelin music.,0.44338464736938477,0.0,0.0,0.0,0.0
"It gets hot quickly, I almost burnt my finger.",0.4459616541862488,0.0,0.0,0.0,0.0
The case doesnt stand up like it is supposed to do.,0.44629397988319397,0.0,0.0,0.0,0.0
"Nose bridge needs some work they like to slide and they are not too comfortable I have to buy Nose Bridge Pad, so this is the only downside but a very important downside for me so if they do not improve this I will not buy again!",0.44430306553840637,0.0,0.0,0.0,0.0
"I've never seen anything approaching this construction. Thick protective mating for the plug adapter tips. Once a plug adapter tip is connected, the fit is snug and won't be dislodged with an accidental tug. And yet the plug end is easily removed using two hands. As pictured, the product comes with all the key adapters for UK, EU and Australia-- and the US too.<br /><br />I plugged in a USB-A to Lightning cable to charge my iPad mini. It went from 58% to 68% in about ten minutes.<br /><br />This would be ideal for a hotel desk or nightstand while traveling abroad. And because it does include a US plug adapter tip, you can rely on it in the US airport on departure.<br /><br />My only caution is that due to it's construction it's a bit heavier than run of the mill power strips-- but not dramatically so.",0.4512768089771271,0.0,0.0,0.0,0.0
"This works well, no issues, great price and it's from GE that's been around for a long time, not some unknown brand.",0.44539323449134827,1.0,1.0,0.0,0.0
Grabs dust from very difficult places!,0.44504258036613464,0.0,0.0,0.0,0.0
Buy the time I realized I couldn’t get any signals too late to return,0.44752880930900574,0.0,0.0,0.0,0.0
"These bands are as satin soft as the brand name and they for my Charge 5 perfectly!<br />My wrist measures 6 inches and the size small is very comfortable with room to spare.<br />I think the price is great, considering that you get 3 bands in a set.<br />I want to mention that the closure is more traditional, different from the brand name band, but feels secure and comfortable.",0.44766509532928467,0.0,0.5,0.0,0.0
Very easy setting it up and connecting. The charging is very quick and lasts long as well. Very accurate tracking and sleek design. good product!,0.44665804505348206,0.0,0.0,0.0,0.0
No volume control?,0.4481204152107239,0.0,0.0,0.0,0.0
"I really like the design of these stickers they are so cute but it is really hard for me to open them like to unstick The back of the sticker is so hard that it almost damages the sticker to take the back off, Though far the sticker seemed to be waterproof I put them on my cup I pretty much put them on everything and nothing has ruined them so far I just wished the back would come off a little easier",0.44989514350891113,0.0,0.0,0.0,0.0
This is overkill for your basic family camera or camcorder. It’s perry hardcore and sturdy and seems more for professional use or for heavier setups. I really like it.,0.4471954107284546,0.0,0.0,0.5,0.0
"Now on my 2nd pair of Sony headphones, I learned why these are needed for travelers. Headphones are always at the top of my carry-on bag. Went through security at the airport, got to my gate, opened my bag and found my headphones in pieces..... right before a 14 hr flight. Now they live in this protective case and have been ready for every adventure",0.4442858397960663,0.0,0.0,0.0,0.0
It has 3 usb power(roku/adapter converters)and more then enough outlets. even the older brick size plugs can go on the side outlets easily let you have a old retro gaming setup without 2 normal sized surge protectors,0.4502108693122864,0.0,0.0,0.0,0.0
This product has been consistent with its quality since I have been using it.,0.4421119689941406,0.0,0.0,1.0,0.0
they are advertised as  CUSTOM MOLDED they are simple earplugs<br />don't waste your money!!,0.44304952025413513,0.0,-1.0,0.0,0.0
The case protects the airpods but i recommend getting something with a latch. this one opens and the airpods fall right out.,0.4444035589694977,0.0,0.0,0.0,0.0
Its a high quality cable and it served its purpose.,0.44918444752693176,0.0,0.0,1.0,0.0
Works great! No complaints!,0.4497257471084595,1.0,0.0,0.0,0.0
"I love this case but didn't think about front USB ports or a drive bay when I bought it.<br /><br />Pros:<br />Great quality build<br />Excellent cable management with ability to hide pretty much all wires<br />Easily removable sides<br /><br />Cons:<br />Only 1 USB Port on the top and would be better on the front of the case<br />This thing is huge!  Better have a LOT of room for the case<br />No DVD bays, you don't think you need a DVD drive until you do",0.44951218366622925,0.0,0.0,1.0,0.0
Because doesn’t work!,0.44408491253852844,0.0,0.0,0.0,0.0
"Comparing to a chest mount, the head mount takes way better videos. It provides a much wider view finder, nothing in the way and a real time catches as you turn your head the video follows the same direction and angles. Two thumbs up.",0.45224234461784363,0.0,0.0,0.0,0.0
"I purchased these in October 2021. I immediately used one of them. I've not changed that band, until today. It is still going strong, I just wanted a different color.<br />I used their size chart and ordered a small. My wrist is 6"" and the small is perfect. I also use a small in Fitbit brand. So, it is comparable.",0.4457871615886688,0.0,0.0,0.0,0.0
Not much to say here. Does exactly what it is supposed to. It's nice to have adhesive or screw-in options.,0.44792303442955017,0.0,0.0,0.0,0.5
Works better than expected. I now have 100% wifi signal in an area of my house that had 0%,0.44527533650398254,1.0,0.0,0.0,0.0
"Tried it with my Xbox One X and with my android phone, did not work with either.",0.44413331151008606,0.0,0.0,0.0,0.0
Easy to assemble. Adjustable heights. Able to rotate on a swivel.,0.4467470049858093,0.0,0.0,0.0,0.0
"product of excellent quality, as indicated in its description, it covers about 5500ft2, the internet is stable and secure",0.45003780722618103,0.0,0.0,1.0,0.0
Very solid case! Would definitely buy again!,0.44807347655296326,0.0,0.0,0.0,0.0
It’s easy to install  and setup. Then the boost it gives is even better I went from not even a mbs of download to averaging 20,0.44527557492256165,0.0,0.0,0.0,0.0
Wouldn’t even connect to Bluetooth and we have great internet RETURNED,0.44493523240089417,0.0,0.0,0.0,0.0
This almost started a fire in my son’s room. He has sparks fly across the room before it destroyed the outlet. Dangerous and not up to code.,0.44520625472068787,0.0,0.0,0.0,0.0
"cute colors! i've bought this at least 3 times and it's never failed me. great quality film and never messes up on me, a staple in my life",0.4444025158882141,0.0,0.0,1.0,0.0
I used this selfie light with minimal natural light from outside and it was very bright. It’s very sturdy and I love the settings. It helps keep the room bright for photos. Thank you!!,0.4464528560638428,0.0,0.0,1.0,0.0
"This product is just an upgraded toy. Nothing special about it. The additional scopes with higher magnification are not worth the upcharge. I got a better telescope from Toys R Us for a third the cost and my son and I got much better use out of it for moongazing. It had a laser finder, ample magnification, and micro adjustments. This garbage has bells and whistles that amount to zero in my book...a cell phone holder?? Look for something else. I'd return this if I felt like bothering...",0.44718724489212036,0.0,-0.5,0.0,0.0
It is a comfortable band and looks good. I use this band on my Samsung Watch 4 and am happy with it.,0.4464764893054962,0.0,0.0,0.0,0.0
I now have four of these chargers. They’re sturdy and fulfill the promo of fast charging. I also love the color. It’s less bright than white and is a nice design touch that I don’t really see in other homes.,0.4469979405403137,1.0,0.0,1.0,0.0
I got this for my sister for Christmas and after seeing how spacious and organized it is I bought another for a diaper bag. It id a perfect size to fit everything inside and has pockets on the side for bottles!,0.44616609811782837,0.0,0.0,0.0,0.0
Great scope. A beginner scope that allows you to learn and advance.,0.44360676407814026,0.0,0.0,0.0,0.0
Pretty nice for a budget gaming monitor. Used it as a secondary. Would rather save a bit more for something nicer to be your primary monitor.,0.44378936290740967,0.0,0.0,0.0,0.0
I got this for my surround system . It have 3 output and 1 input . To power  it up . It come with USB cable you install to the TV . When the TV turns on it power up . When the TV turns off it power off . For the input I install to my TV . For the output it went to my Receiver for surround system and my sound  bar.  I have  input open For later hook up .  I hope this helps you,0.4477672278881073,0.0,0.0,0.0,0.0
La cancelación de ruido le doy un 3-5 y la calidad de la batería un 4-5,0.44612008333206177,0.0,0.0,0.0,0.0
The screen protector was broken,0.4480244517326355,0.0,0.0,0.0,0.0
"Was perfect for Christmas pictures.  Used it for a floor instead of a wall drop. Made it through multiple families taking pics... heels, gym shoes, prop changes and kids with no rips. Completely satisfied",0.4480457305908203,0.0,0.0,0.0,0.0
Battery did not work maybe I got a bad one but battery did not work for my laptop,0.4460761249065399,0.0,0.0,0.0,0.0
"We get these cheap headphones to give to annoying kids in the waiting rooms, or whenever a kid comes with their parents to visit. They work great for that purpose or other giveaways or if your kid loses or breaks their headphones a lot.",0.44284388422966003,0.0,1.0,0.0,0.0
Ordered 2 sets and don't put both in after first set quality was horrible,0.44725537300109863,0.0,0.0,-1.0,0.0
"Husband wanted this product, he is happy with screen size for what he wants to use it for.",0.44626855850219727,0.0,0.0,0.0,0.0
The 3.5mm input jack is not working.,0.44745877385139465,-1.0,0.0,0.0,0.0
I am at peace since I purchased this item . It also works in the dark,0.4464647173881531,0.5,0.0,0.0,0.0
Has a screen cover to protect the tablet.,0.4456433057785034,0.0,0.0,0.0,0.0
"I absolutely love my bag for work, can be carried 2 ways. As a backpack or shoulder bag",0.4431043267250061,0.0,0.0,0.0,0.0
"-I bought this second for my car,my first is 70mai I feel installing the camera was very easy .The wi-Fi and software work exactly as described with my iPhone 13 Pro .It has GPS and wifi 5G and 2.4G<br />-Each view shows a wide angle shot so youre able to see other items,people around your vehicle. Camera is great for me as it offers loop recording, motion detection, save overwrites automatically, has great night vision and even allows the ability to see the footage frame by frame with clear pictures of license plates.<br /> -This dash cam gives me safe on the road in busy rush hour traffic as well as in the night .<br /> -Thank you for providing a useful, good- quality, affordable dash cam.",0.4502968490123749,0.0,0.0,1.0,0.0
Does its job,0.44890183210372925,0.0,0.0,0.0,0.0
Best mount at the best price bar none. double brace none the less..,0.4471660852432251,0.0,1.0,0.0,0.0
"This tiny little mount is way too small for an outdoor antenna. Just look at the pictures- it doesn’t even reach through the two pole mount clamps. This is on a Televes outdoor antenna, perhaps the best antenna on the market today. It was also listed as a popular item to purchase in addition to the antenna. Nope. This thing is stupid small. Returning for refund.",0.4505316913127899,0.0,0.0,0.0,0.0
"Most users will protect their iPhones by using a protective cover. Once it’s on, this adapter will not work and cannot even stay put in the lightening port",0.444726824760437,0.0,0.0,0.0,0.0
"I am very surprised that it does not look like refurbished at all, it looks and works like new!",0.4454439878463745,1.0,0.0,0.0,0.0
